Air_Quality_Index,Water_Quality_Index,CO2_Growth_Rate,Green_Areas,Renewable_Energy_Usage,Temperature,waste_water_treatment,solid_waste_treatment,Environmental_Health_Score
174,26,6,17,14,8,19,20,20
259,9,11,6,8,35,11,9,10
53,64,-3,46,48,21,73,73,77
160,30,7,19,10,7,30,27,31
201,45,2,2,93,-10,97,12,43
138,42,1,21,32,10,55,44,46
214,9,16,9,8,38,9,17,2
159,69,12,67,54,-5,60,21,37
134,55,2,27,25,14,52,44,59
43,93,-6,65,62,33,98,84,96
9,99,-8,62,69,32,90,83,83
181,31,6,11,14,6,24,31,29
143,44,2,32,29,12,57,41,46
22,97,-7,70,74,30,99,98,80
130,43,0,35,38,10,44,58,50
17,98,-7,67,62,32,95,96,83
219,50,12,48,8,29,26,36,68
31,81,-7,66,61,30,92,83,81
111,50,4,37,37,12,60,51,44
73,68,-4,53,53,23,75,70,62
288,4,13,8,5,38,12,5,4
142,49,2,36,24,29,49,48,56
251,2,14,5,6,36,7,8,9
99,78,-2,46,58,20,78,75,74
7,86,-7,71,72,32,90,96,83
135,54,3,28,38,28,56,50,48
101,49,0,29,21,25,61,52,55
74,61,-4,58,58,20,72,72,71
282,5,11,7,9,2,13,15,2
146,55,3,27,22,25,58,40,41
139,54,3,25,39,26,44,59,51
172,21,9,13,13,33,35,32,24
37,92,-6,74,68,33,94,81,90
270,2,0,52,45,14,61,22,50
9,55,19,4,32,38,69,22,95
161,28,9,12,14,9,19,38,33
102,41,1,32,34,13,41,46,42
241,18,14,6,8,1,11,16,2
187,10,10,51,54,37,30,72,33
36,85,-7,61,72,34,98,80,85
145,49,1,39,35,25,64,45,52
198,37,7,13,10,30,26,21,23
14,87,-7,67,75,34,91,94,92
214,2,13,5,9,0,5,18,16
11,86,1,12,24,29,23,59,99
212,16,10,7,8,35,9,14,6
104,52,0,21,24,13,66,47,45
206,5,17,7,9,36,9,18,9
159,36,5,17,15,7,31,24,31
141,48,2,37,30,25,40,53,59
24,86,-10,60,64,30,91,81,90
108,35,-3,35,2,-7,12,74,40
75,70,-4,46,57,17,71,76,70
281,17,17,5,9,38,13,17,10
184,33,6,16,19,34,30,33,30
296,10,11,5,5,-4,12,19,15
125,20,5,75,65,25,28,39,55
54,63,-2,57,57,20,71,61,63
45,98,-10,71,70,30,96,92,81
16,93,-9,79,77,30,96,90,94
201,0,18,6,6,39,5,10,5
72,69,-3,59,49,23,71,73,77
186,38,5,14,16,31,35,26,36
75,67,-1,59,54,20,75,62,65
62,78,-4,57,56,15,72,65,62
282,0,19,8,6,1,7,14,1
11,95,-6,60,62,33,91,88,98
60,64,-4,51,41,24,77,61,79
228,11,13,7,6,38,13,11,0
179,24,7,17,10,33,31,26,32
29,80,-6,79,66,31,95,86,93
62,66,9,67,25,-5,6,18,29
274,10,18,6,9,37,7,14,5
65,74,-4,53,41,19,79,73,78
238,18,13,8,8,-2,10,16,12
4,80,-7,71,69,30,94,99,92
214,1,17,7,9,37,5,12,18
38,81,-10,75,72,30,93,83,89
43,80,-9,70,75,30,98,97,91
86,78,-4,50,47,17,73,76,66
192,27,8,10,16,30,34,37,31
291,17,12,8,9,-3,13,12,19
140,50,4,22,25,25,45,48,46
171,36,8,15,14,34,15,39,25
216,6,11,40,73,-6,61,11,49
54,71,-1,41,58,17,73,63,70
162,32,8,18,16,33,33,38,25
137,56,0,31,34,28,66,59,57
82,75,-2,48,47,16,76,77,72
90,77,-5,47,53,18,79,77,79
40,85,-6,71,70,30,90,90,98
208,16,17,7,5,-2,13,9,0
149,57,2,33,28,12,54,51,49
16,92,-8,74,75,31,90,90,87
130,53,3,36,33,12,63,45,57
25,91,-10,73,73,30,91,99,90
86,64,-5,56,42,24,72,79,74
140,58,1,35,39,12,49,56,52
191,21,9,16,16,33,39,31,36
14,96,-9,77,65,30,96,97,87
176,33,9,17,18,30,33,30,38
112,47,1,23,33,12,41,51,53
225,3,17,5,6,36,9,17,6
125,28,8,40,41,18,69,35,29
111,58,4,22,31,11,58,58,52
85,73,-4,58,44,24,74,79,76
152,31,6,15,16,33,37,30,36
160,22,6,19,18,30,19,39,27
173,38,9,13,17,33,15,39,25
62,71,-1,50,56,15,74,79,70
29,90,-6,76,63,30,97,96,82
11,89,-8,66,68,32,96,95,84
190,38,8,18,13,31,26,39,20
55,77,-2,51,56,19,71,72,66
34,92,-7,65,70,33,93,95,86
90,61,-2,52,42,22,76,69,68
148,54,0,29,33,11,64,53,48
265,3,10,9,6,-1,12,12,2
120,58,0,29,21,10,69,55,57
194,20,6,17,17,5,39,37,31
115,55,1,64,30,-12,54,73,29
62,73,-4,57,41,17,78,71,76
157,20,5,17,11,8,25,28,26
93,66,-4,44,50,20,71,60,78
151,22,9,18,10,5,38,20,25
3,97,-9,71,61,31,93,93,95
101,40,-3,10,85,35,92,45,16
114,52,4,26,34,26,48,56,44
67,61,-1,57,54,15,73,69,71
232,4,10,5,6,36,13,12,2
44,99,-6,65,79,31,98,81,85
72,75,-3,52,49,17,78,71,73
128,67,1,59,26,26,27,29,20
143,47,1,34,28,12,59,47,58
80,73,-9,5,7,35,15,67,56
235,4,14,6,6,-5,12,7,16
192,30,5,15,12,34,30,20,38
0,91,-9,66,74,34,92,80,96
186,29,6,19,15,33,31,33,33
15,88,-7,71,65,32,96,82,95
114,46,3,35,36,14,62,53,46
244,56,5,55,9,14,29,88,4
180,35,8,10,17,8,17,35,32
153,37,8,11,10,31,22,29,37
24,2,4,28,31,10,20,29,53
153,31,9,10,16,34,38,21,23
162,24,7,18,13,34,15,37,31
129,46,0,26,30,25,51,42,43
52,78,-3,44,58,16,79,61,70
241,5,11,5,9,35,10,14,11
87,68,-3,52,52,24,79,70,64
110,55,1,32,25,13,48,52,43
122,50,2,34,25,13,66,48,59
34,84,-6,77,60,32,90,96,90
189,36,5,19,16,5,31,23,24
110,50,2,35,36,12,65,55,47
71,63,-4,54,57,18,70,60,70
234,3,15,6,7,1,9,13,2
17,20,2,20,7,30,11,27,95
109,77,-6,17,87,-2,38,62,75
57,68,-3,46,41,16,75,72,78
214,18,16,6,5,-1,13,14,8
142,47,1,20,27,14,45,44,54
75,63,-3,56,46,21,75,68,72
148,57,3,27,32,29,56,56,44
1,83,-9,66,72,30,96,80,90
107,47,0,22,27,25,54,44,42
52,68,-1,41,48,15,72,79,63
114,51,3,31,30,10,47,56,59
173,33,6,15,13,5,29,36,27
120,55,0,27,31,12,61,49,54
279,14,13,7,8,38,14,16,12
119,43,4,37,21,10,54,44,59
118,49,0,38,31,26,56,50,42
30,92,-9,66,74,30,91,86,83
123,41,4,34,35,12,48,58,46
106,48,0,28,35,14,48,52,48
12,83,-6,70,63,33,90,82,93
273,4,13,6,9,35,11,7,5
11,91,-10,78,79,34,95,87,98
109,54,2,25,36,11,60,47,50
284,14,11,8,9,39,12,13,15
167,24,8,15,15,5,34,20,34
1,88,-6,79,60,32,95,84,84
1,91,-9,65,76,32,91,99,87
23,81,-9,78,78,30,92,92,91
253,12,18,9,9,35,13,11,8
6,87,-9,72,68,31,94,88,94
104,7,-8,62,8,14,15,46,12
88,61,-2,54,56,24,77,64,76
183,28,8,14,15,8,36,22,24
161,20,6,15,11,34,35,33,24
287,1,17,5,7,37,6,11,4
202,9,17,8,8,-3,14,15,7
99,60,-5,58,43,15,78,61,67
246,61,18,57,69,-2,26,10,25
186,20,5,10,17,6,22,37,32
146,29,3,24,39,8,18,30,86
238,2,10,9,8,39,14,18,12
99,69,-3,57,57,20,77,62,62
181,20,9,15,15,32,30,30,31
92,61,-3,51,59,24,74,65,68
117,46,3,28,21,10,40,48,59
118,56,2,34,30,10,67,52,40
233,8,18,9,5,39,13,15,3
177,62,-7,36,58,1,52,9,47
184,29,8,17,16,33,39,27,35
222,17,17,5,9,0,8,6,13
202,85,11,21,91,13,17,86,1
168,36,9,11,11,9,25,35,36
197,35,6,17,14,31,35,24,36
119,45,0,15,67,36,41,58,84
270,5,11,8,5,38,5,17,7
164,30,6,19,16,5,39,32,39
1,88,-6,61,68,30,92,99,83
117,4,-1,75,86,0,71,34,56
64,68,-2,43,47,16,78,73,68
149,45,4,27,21,13,63,51,45
64,67,-3,41,56,19,78,79,62
136,44,0,27,27,28,60,47,58
105,45,2,37,37,13,56,53,53
147,44,2,37,32,12,53,57,58
104,73,-9,50,74,-3,14,18,81
39,95,-7,60,63,31,90,86,91
97,42,19,44,22,-11,98,10,55
93,78,-4,51,40,22,73,76,64
66,23,19,72,25,4,68,14,82
92,69,-3,56,44,19,79,68,76
276,29,-10,27,63,17,73,65,47
3,91,-7,77,76,32,98,83,81
83,75,-1,42,54,17,76,61,60
278,14,15,6,9,39,8,6,17
164,27,7,15,11,30,19,33,39
1,94,-8,67,78,34,94,85,83
49,92,-6,71,67,31,94,97,98
228,10,11,8,7,39,11,13,5
269,1,19,5,6,-5,12,7,13
88,62,-4,41,52,15,74,66,72
19,85,-10,60,64,34,91,94,94
126,46,0,26,38,12,68,50,46
143,87,-2,67,14,9,59,39,54
67,94,17,74,64,33,51,56,87
51,64,-3,50,52,18,74,63,63
25,90,-9,79,67,34,96,87,80
179,35,9,10,14,9,21,36,26
234,10,15,5,7,38,6,6,6
118,79,3,28,25,19,83,71,86
127,48,2,38,39,29,49,56,54
249,10,11,6,6,38,5,19,12
46,84,-6,79,77,32,98,95,81
75,45,4,79,53,6,96,24,32
219,13,13,9,79,0,58,99,88
134,41,3,25,29,25,62,55,53
103,41,0,36,39,29,44,48,45
285,7,12,7,6,-1,7,7,14
7,88,-6,60,78,31,97,94,88
48,93,-10,62,75,30,99,95,87
28,92,-8,74,79,30,95,83,84
283,15,17,7,9,1,6,14,18
297,0,10,6,6,1,12,12,14
144,41,2,29,21,12,62,52,52
143,15,3,38,30,27,92,5,10
288,21,7,4,17,22,41,98,94
213,72,18,36,86,-3,36,50,22
218,88,-3,0,83,28,91,79,38
171,21,6,10,14,31,34,22,38
269,5,15,6,6,-3,10,17,7
78,63,-1,49,40,18,70,76,76
27,97,-9,62,66,33,99,95,99
144,46,3,28,25,29,65,56,55
275,3,17,7,9,36,12,16,5
263,8,10,5,7,0,9,19,1
46,11,11,20,10,23,96,9,80
62,61,-3,52,42,22,71,70,67
187,38,6,16,15,5,26,21,27
117,47,0,31,27,10,53,43,40
85,89,15,53,11,1,82,18,33
13,96,-7,77,67,33,91,85,89
77,65,-3,44,41,18,78,63,69
141,45,1,29,32,10,48,56,48
101,97,1,18,43,33,65,21,73
147,45,0,38,20,10,52,42,49
79,69,-2,42,41,20,70,79,72
188,32,9,18,18,8,28,24,21
180,27,6,10,18,8,17,30,20
120,31,15,69,40,-13,5,55,4
185,25,8,11,18,5,27,34,39
149,43,4,24,39,10,46,49,56
154,14,17,18,89,36,30,93,25
46,84,-9,75,67,30,94,82,80
179,27,5,18,16,32,38,27,34
25,92,-7,61,66,32,97,93,86
240,7,17,8,7,2,12,16,9
177,72,18,34,7,8,87,40,49
253,1,17,22,82,15,9,87,33
292,7,1,4,68,15,49,13,31
238,12,16,8,8,37,12,16,7
64,98,-3,71,58,36,51,11,10
107,45,2,21,36,14,53,59,42
76,62,-4,42,47,19,76,75,75
94,72,-3,51,40,15,71,70,71
129,47,3,32,30,13,40,56,55
149,44,3,28,39,28,52,52,49
2,84,-10,78,78,30,94,91,88
23,10,6,67,46,9,98,77,20
106,45,0,36,36,27,61,42,50
190,36,5,18,17,31,39,26,22
105,50,2,27,38,26,49,46,48
0,87,-7,62,62,34,97,86,80
60,64,-3,45,48,24,77,67,73
134,57,4,23,27,28,53,51,57
20,88,-7,74,74,32,98,84,88
121,44,3,24,22,13,40,48,48
118,49,1,22,27,11,54,41,49
86,78,-3,41,50,19,75,70,66
214,68,-1,52,95,-6,43,19,70
73,66,-4,49,58,16,78,75,78
25,93,-7,76,77,34,92,81,80
158,34,8,12,14,7,27,27,35
83,67,-5,44,45,24,74,62,74
207,13,17,6,5,-4,14,6,4
102,52,1,38,21,27,45,42,49
223,12,19,50,55,3,66,36,29
99,61,-4,44,41,23,76,66,73
137,34,14,2,16,-4,58,28,28
11,96,-10,66,69,33,98,86,97
250,2,-2,59,75,7,18,22,72
272,79,15,1,3,5,43,98,5
117,49,4,38,33,27,41,57,46
15,97,-7,71,72,34,99,86,93
107,51,1,33,32,28,53,53,55
175,31,5,18,10,31,35,23,29
193,21,5,11,12,7,39,35,38
155,24,7,14,16,9,35,24,29
14,86,-8,65,60,31,96,96,81
151,36,5,14,14,7,35,38,36
259,14,13,5,9,0,8,9,4
295,7,10,8,6,-1,13,11,7
188,33,5,17,15,32,38,38,31
25,85,-7,71,78,34,91,96,90
37,84,-10,75,61,30,97,98,90
174,29,5,19,13,6,33,22,24
142,46,1,28,26,25,47,51,41
224,9,14,6,6,4,10,12,5
126,55,0,34,32,27,43,55,51
35,85,-9,79,70,33,95,96,85
104,52,1,25,46,18,91,99,49
167,24,5,15,19,33,37,29,25
158,23,-8,59,44,18,7,41,42
190,32,9,10,15,32,30,27,20
13,86,-8,74,67,32,98,94,80
11,91,-6,70,76,30,94,99,90
63,69,-2,54,40,17,76,76,79
188,23,5,10,16,5,26,29,24
72,68,-2,48,45,21,78,76,60
224,1,15,7,7,37,5,18,5
14,82,-7,68,71,31,91,97,99
92,53,4,6,75,33,98,89,30
85,60,-5,43,45,20,75,73,71
264,9,15,5,5,2,9,5,8
156,22,7,17,19,8,29,34,20
29,44,8,33,12,27,66,97,99
123,56,0,34,28,13,63,42,58
55,67,-4,45,54,18,70,67,67
212,4,15,8,8,37,9,6,13
105,84,11,3,81,-11,23,6,11
173,26,8,18,14,6,30,27,20
213,86,19,68,8,5,15,73,98
20,22,0,79,46,37,19,29,35
94,71,-4,45,56,22,71,65,78
48,87,-6,76,79,30,95,97,94
102,47,3,38,26,11,68,55,42
112,46,4,30,20,27,50,41,53
145,52,2,26,29,29,66,45,44
70,63,-5,45,55,15,75,61,67
40,83,-6,61,61,30,92,88,92
161,26,9,13,18,33,20,33,31
167,22,7,13,13,32,30,31,27
7,93,-9,75,68,31,99,95,83
60,67,-1,52,57,24,75,76,70
29,99,-6,71,78,30,97,82,86
24,81,-8,66,77,32,99,86,88
56,68,-5,57,51,21,73,74,66
99,61,-5,55,51,24,74,68,68
13,77,-9,36,68,22,45,66,59
196,94,-6,2,52,7,57,41,73
43,91,-6,66,63,34,93,94,82
175,38,7,14,11,9,39,34,22
111,52,1,26,34,25,50,41,46
155,25,5,13,18,31,19,20,23
80,73,19,58,86,16,85,85,13
139,54,2,27,26,11,58,50,50
78,67,-4,52,47,18,73,64,60
236,32,-5,18,79,24,96,63,58
280,0,10,9,9,3,10,7,12
55,71,-5,44,47,24,77,70,60
11,88,6,59,25,30,82,45,35
76,70,-4,59,47,19,76,67,60
36,95,-7,68,62,31,92,91,88
280,18,-6,74,78,-8,87,91,26
159,34,6,10,19,6,26,27,24
108,48,0,22,38,27,63,56,58
162,63,6,24,23,-4,22,19,79
21,85,-10,65,73,32,99,82,91
179,26,8,18,10,7,19,38,20
46,99,-10,61,72,30,99,93,89
193,28,5,17,14,5,23,36,38
124,41,1,38,38,10,53,58,52
80,60,-1,53,52,22,73,66,69
113,58,0,25,35,13,58,44,56
116,93,-8,77,16,2,49,97,83
146,93,-8,56,84,15,87,99,52
230,10,16,6,9,37,12,19,8
146,55,0,23,30,26,51,51,43
116,54,2,39,24,29,59,54,57
88,71,-2,47,43,16,77,77,64
123,35,13,26,1,15,61,82,65
86,72,-1,58,51,16,75,77,78
34,89,-9,72,72,31,92,86,93
30,88,-9,61,65,32,95,82,90
89,73,-1,58,50,20,71,67,68
166,27,8,18,10,9,35,27,34
59,68,-5,40,50,21,78,66,62
259,12,16,9,5,38,13,17,15
49,97,-6,71,69,33,90,90,81
115,86,-1,58,74,25,9,69,16
88,73,-5,56,50,17,72,70,64
291,16,16,7,7,36,6,13,2
236,2,12,8,5,-4,13,5,13
261,18,11,6,9,3,8,7,10
110,59,0,75,99,32,72,9,36
70,64,-5,56,42,24,77,77,63
83,60,-3,55,53,19,74,68,61
214,13,12,8,5,-3,8,17,12
2,97,-7,74,73,31,90,87,89
266,4,16,6,6,3,11,9,9
169,34,7,14,13,33,35,37,37
103,50,4,33,27,26,58,55,41
139,46,2,23,39,25,52,57,48
168,35,9,19,15,34,33,22,27
161,25,6,14,19,8,23,25,21
34,93,-8,60,69,31,97,80,91
130,40,0,39,28,25,51,42,50
161,23,9,12,10,6,38,29,24
53,77,-5,53,56,19,73,64,76
174,36,7,11,10,7,18,32,25
75,71,-4,50,53,23,75,63,74
247,14,19,8,8,-2,11,10,1
126,40,4,35,34,11,48,46,43
188,35,-9,23,23,26,8,71,33
187,28,7,18,16,34,27,24,35
79,66,-1,45,57,21,77,70,60
124,54,2,28,39,25,69,56,59
53,86,-6,0,18,-14,57,48,89
149,49,4,23,25,26,43,46,46
68,76,-1,57,53,16,74,75,76
60,77,-1,56,44,23,75,68,79
6,95,-7,60,63,33,96,87,96
204,12,11,9,7,0,6,9,9
108,57,2,31,22,26,62,51,41
291,4,18,9,7,4,8,13,1
234,17,7,29,25,0,81,43,32
104,42,4,39,30,25,45,50,40
46,85,-6,78,62,31,93,94,83
25,84,-10,68,71,34,95,99,82
33,91,-8,62,60,33,97,90,88
113,47,1,31,33,11,57,41,50
164,31,6,13,14,6,38,30,21
85,76,-1,47,41,18,70,60,74
241,68,4,48,98,28,37,25,80
211,3,13,5,9,36,13,14,8
88,67,-4,42,53,16,75,71,73
199,30,8,17,16,34,19,29,26
288,3,19,9,9,39,10,11,13
113,46,2,29,21,28,64,45,57
224,6,19,5,9,35,11,14,10
91,74,-1,40,46,15,77,60,71
21,29,-7,76,58,7,12,86,11
69,67,-4,41,49,22,76,76,67
267,10,13,8,6,35,6,6,6
13,87,-8,61,76,34,98,99,82
171,36,5,10,14,31,39,39,27
159,23,6,11,14,33,37,30,24
161,29,7,15,11,32,33,25,33
117,85,17,62,60,24,53,75,0
231,13,11,9,8,39,8,17,6
181,34,8,17,13,34,22,24,34
57,68,17,61,40,-11,86,94,83
9,87,-6,65,66,30,91,99,91
32,81,-6,69,79,30,90,84,95
112,55,2,23,32,13,54,58,48
179,35,7,10,12,8,17,24,31
204,2,12,8,5,-1,12,10,2
132,45,3,22,22,29,61,41,55
139,42,1,29,26,25,53,42,51
10,97,-7,68,69,31,90,85,86
152,21,8,15,16,9,15,20,38
234,8,19,6,5,-5,7,18,18
116,57,3,31,32,14,49,46,53
2,91,-7,75,73,32,94,96,90
108,11,18,32,44,10,96,73,7
85,76,-4,40,47,24,76,74,67
40,89,-9,66,66,32,96,96,80
262,8,14,6,8,1,10,8,12
261,38,9,22,88,34,47,23,68
159,23,8,18,19,6,27,26,38
240,2,13,9,5,-2,14,17,4
176,16,-9,69,69,18,69,78,84
195,36,7,16,17,9,37,35,23
287,1,4,77,83,6,79,31,66
102,56,0,21,34,25,43,47,48
160,38,6,12,17,5,29,36,33
253,15,11,7,6,-5,12,6,8
28,93,-8,64,75,31,96,99,83
130,48,1,31,22,13,65,51,56
76,72,-2,41,46,17,77,73,66
293,15,18,7,8,-3,10,13,6
56,67,-3,49,40,20,70,62,67
201,4,13,7,8,-5,13,10,19
31,93,-6,65,65,31,99,93,92
273,41,5,44,81,1,77,18,48
173,37,8,16,13,5,36,21,22
217,16,5,34,45,26,43,94,48
196,34,5,16,10,8,34,23,28
37,99,-9,73,63,30,96,97,92
92,65,-5,49,57,17,75,77,62
195,30,9,17,13,5,35,23,29
291,15,15,8,5,37,14,9,0
283,2,13,7,5,37,6,13,1
57,67,-5,42,47,20,74,62,78
19,88,-6,71,70,33,91,91,95
79,73,-5,54,51,16,72,78,65
15,87,-7,60,76,33,94,90,84
14,89,-10,60,75,30,93,81,83
163,35,9,12,15,6,33,24,34
288,0,16,9,8,1,14,19,17
217,17,14,9,7,-4,8,8,19
166,28,8,18,16,7,37,33,36
153,4,-8,60,91,13,13,54,5
9,81,-9,68,73,32,99,83,85
41,81,-8,71,79,34,94,85,88
109,51,1,21,30,11,69,45,57
282,12,6,30,34,-10,73,90,57
81,72,-4,46,54,15,71,66,63
259,81,7,56,48,28,84,79,13
137,55,1,26,32,28,67,44,42
168,38,5,15,16,32,16,33,25
38,82,-7,65,61,34,95,82,95
38,80,-10,68,72,34,92,98,96
239,2,13,7,9,-4,10,7,15
78,62,-3,45,53,22,79,75,66
95,72,-6,73,83,-10,67,71,10
164,30,5,11,12,32,15,27,27
148,58,2,33,21,13,44,44,58
171,35,8,19,15,6,35,31,37
68,64,-5,55,40,19,78,74,76
70,76,-5,51,58,20,76,61,68
261,1,16,6,5,1,10,11,15
135,47,4,35,35,27,67,52,53
160,21,6,18,12,6,37,23,25
281,4,11,78,12,12,37,27,96
171,30,9,18,13,32,33,34,23
77,61,-3,40,46,15,72,79,79
91,62,13,12,97,-5,55,21,98
87,63,-3,58,59,15,71,74,68
119,55,3,33,23,26,54,42,44
52,63,-5,43,57,19,72,74,67
130,56,2,29,22,28,57,52,51
30,91,-9,77,72,34,99,89,91
172,37,9,12,15,30,31,22,38
57,75,-2,40,43,18,76,67,76
127,52,2,25,23,12,42,42,43
7,97,-10,71,74,32,99,88,92
79,68,-1,41,41,23,76,71,63
196,22,8,10,13,9,35,20,22
68,64,-3,55,40,18,77,61,67
49,87,-6,78,62,31,97,92,92
33,88,-7,77,62,33,95,91,91
1,94,-7,77,74,32,96,91,92
22,90,-8,63,67,32,95,81,91
209,18,16,8,7,39,8,15,0
24,88,-9,74,77,32,90,83,83
246,33,-3,58,85,-8,53,83,16
132,49,1,38,33,11,67,40,57
104,51,4,26,33,13,42,44,56
123,47,2,35,23,28,40,46,41
207,15,12,9,7,37,6,15,7
6,87,-10,62,67,30,94,82,98
122,43,4,31,21,29,49,48,49
230,31,-10,15,75,22,18,40,96
145,45,16,17,38,33,97,86,43
99,76,-3,42,54,24,74,70,75
163,28,9,11,19,8,17,34,35
288,1,19,7,7,37,11,18,10
64,71,-5,51,51,20,77,61,71
145,53,2,38,26,12,54,53,50
43,30,15,52,83,-1,27,32,15
173,20,-8,31,93,39,43,16,46
1,87,-10,61,69,33,95,81,81
156,37,14,26,54,17,72,90,65
133,43,0,39,21,11,69,44,42
27,89,-10,63,65,31,96,97,89
228,32,10,21,20,-10,74,8,93
85,64,-5,42,54,17,77,63,61
119,45,2,24,32,14,62,55,57
145,41,14,11,81,1,34,92,74
143,56,1,31,36,13,41,50,46
227,0,16,6,6,38,13,10,2
215,3,18,7,6,-3,12,16,16
9,84,-8,65,68,34,97,87,93
83,69,-1,51,46,15,75,71,60
290,1,13,8,8,38,12,19,2
183,36,9,18,11,30,38,28,23
187,22,7,15,16,9,36,24,21
28,96,-1,57,59,24,25,32,74
36,31,16,8,98,3,52,84,2
39,97,-10,67,73,33,99,97,99
260,11,16,5,5,1,14,16,6
176,32,6,18,10,8,25,31,31
4,93,-9,75,65,30,97,93,87
212,18,19,6,5,0,13,19,2
212,17,10,5,8,39,12,16,12
165,30,9,14,11,32,26,21,39
204,6,15,8,8,35,11,7,13
182,30,6,10,18,33,16,34,35
74,75,-5,44,43,21,77,78,63
216,18,16,7,9,36,8,19,3
78,68,-1,57,59,15,70,76,71
190,35,9,11,19,32,31,38,24
129,56,3,38,28,25,44,41,59
219,14,10,6,7,37,9,13,17
176,31,8,18,14,34,19,30,29
296,8,16,6,6,3,8,6,19
261,9,15,8,5,39,5,9,15
102,41,2,28,20,10,57,56,51
134,25,1,71,4,26,96,73,48
227,14,12,6,8,-4,6,5,12
121,65,-6,28,36,22,87,12,64
126,47,1,37,24,25,43,56,48
271,15,17,8,8,35,9,12,17
237,13,11,44,43,8,69,55,42
47,89,-7,73,73,31,96,84,84
189,34,9,15,19,34,31,35,38
258,5,12,6,9,-5,11,11,12
85,78,-2,44,49,15,76,67,74
76,63,-5,46,57,20,72,67,78
83,62,-4,47,43,21,71,64,64
17,89,-9,62,67,31,95,81,89
105,40,0,21,32,25,68,43,44
71,76,-5,56,44,21,78,79,67
77,67,-3,53,54,17,70,62,76
157,36,5,12,15,33,16,36,31
151,34,5,10,11,34,34,25,27
29,95,-7,76,75,33,97,99,82
54,74,-2,50,50,15,70,74,79
125,58,2,31,24,11,61,46,52
112,43,4,34,30,11,42,53,55
231,8,19,8,6,0,7,15,5
164,20,6,16,13,7,33,25,20
146,41,0,29,36,10,42,58,40
45,82,-7,69,68,32,99,96,98
162,97,17,1,93,-3,45,84,58
266,16,11,7,8,-5,12,17,6
125,44,2,21,34,12,44,55,57
131,43,4,31,29,28,46,42,53
264,1,15,9,8,0,9,10,10
17,84,-8,75,60,33,97,81,87
89,67,-4,48,40,24,75,76,78
41,97,2,50,84,30,25,48,10
65,61,-4,51,56,17,72,65,68
294,17,15,7,9,35,5,16,5
178,19,5,58,70,-7,5,33,62
37,96,-7,79,70,30,93,85,80
276,16,18,5,6,4,6,10,5
276,52,5,60,53,24,30,84,91
173,36,8,16,12,5,36,28,34
299,18,12,8,5,2,8,15,16
59,74,-3,45,56,21,74,67,70
58,60,-5,47,52,17,73,67,62
218,79,-5,70,43,7,45,79,41
179,93,10,50,70,16,52,23,5
9,84,-10,62,76,32,93,97,96
62,60,-2,44,56,24,74,73,61
159,30,8,15,15,31,37,25,33
94,78,-4,55,42,21,75,77,77
181,38,16,73,89,3,43,71,44
42,98,-6,64,73,34,97,95,92
64,99,10,12,56,33,58,14,52
31,81,-7,67,68,33,99,88,89
294,7,12,8,7,35,5,17,7
178,31,7,13,18,34,27,37,24
86,78,-2,54,50,19,74,74,77
219,56,6,44,81,-14,81,49,78
107,43,9,29,61,-5,96,93,61
14,85,-9,71,70,33,92,81,85
136,52,3,24,29,13,63,48,59
25,87,-6,73,63,31,93,94,97
251,8,14,5,9,4,13,6,8
72,70,-5,46,51,17,76,66,69
35,84,-10,76,62,34,92,99,94
180,26,8,17,16,30,15,25,25
250,4,13,9,7,1,10,18,6
77,72,-3,54,52,24,70,75,61
255,8,17,6,6,-2,10,16,1
175,37,6,11,15,32,30,28,23
210,21,13,75,29,22,35,68,18
160,35,6,18,15,33,23,32,23
82,61,-2,54,44,19,75,63,79
28,96,-6,71,75,33,98,89,86
58,70,-3,56,47,22,72,60,64
85,60,-5,58,50,24,72,60,60
210,16,19,5,8,-2,12,9,1
252,5,16,8,8,1,10,17,10
227,13,11,8,7,-1,12,16,2
140,44,3,27,31,25,64,59,45
78,31,8,74,57,7,30,50,97
56,75,-5,58,42,21,76,68,79
151,27,8,12,16,8,16,21,38
0,92,-10,62,67,32,93,96,92
89,60,-5,48,52,24,72,78,76
1,87,-8,66,76,32,97,85,81
115,57,2,39,34,14,49,51,53
156,29,5,16,18,9,37,35,33
9,89,-6,75,71,31,98,82,94
116,48,0,25,30,10,43,52,52
131,54,0,38,28,27,60,48,53
270,16,12,9,7,4,7,18,18
175,30,6,16,11,32,16,36,30
165,25,8,13,11,6,23,24,39
110,49,3,28,20,29,59,47,50
136,41,4,31,26,11,52,53,56
204,6,11,5,5,39,9,8,15
191,36,8,15,15,8,22,36,26
2,85,-6,64,74,30,98,82,99
20,93,-9,66,69,30,96,98,95
242,15,11,5,7,35,7,7,17
20,87,-6,75,63,33,95,94,91
261,7,19,8,5,38,14,15,16
246,12,10,8,7,2,12,17,12
266,7,16,5,6,-2,10,15,2
133,54,2,30,38,26,56,58,53
131,54,1,39,31,25,62,47,44
174,61,8,54,63,-13,55,11,20
51,64,-1,41,54,19,79,73,66
82,53,19,31,39,-3,88,39,4
31,83,-9,63,76,33,95,96,89
195,12,6,59,1,-11,48,31,31
213,3,17,9,8,39,14,16,8
274,76,-1,20,63,21,31,59,28
125,48,1,34,37,27,56,43,43
45,92,-9,68,77,32,99,81,84
128,54,0,39,29,13,44,48,47
116,53,4,22,34,12,62,41,40
